Months,Country,Year,Value,Source,Notes,ISO3
July,Grenada,2003,81.03,937,5910,GRD
August,Grenada,2003,81.2,937,5910,GRD
September,Grenada,2003,81.4,937,5910,GRD
October,Grenada,2003,81.46,937,5910,GRD
November,Grenada,2003,81.52,937,5910,GRD
January,Guyana,2003,64.006,938,"5958,5938",GUY
February,Guyana,2003,64.187,938,"5958,5938",GUY
March,Guyana,2003,64.768,938,"5958,5938",GUY
April,Guyana,2003,65.929,938,"5938,5958",GUY
May,Guyana,2003,66.11,938,"5938,5958",GUY
June,Guyana,2003,66.074,938,"5938,5958",GUY
July,Guyana,2003,66.473,938,"5938,5958",GUY
August,Guyana,2003,66.401,938,"5938,5958",GUY
September,Guyana,2003,66.872,938,"5958,5938",GUY
October,Guyana,2003,67.308,938,"5938,5958",GUY
December,Trinidad and Tobago,2003,103.1,278,"2842,5950",TTO
December,Saint Lucia,2003,87.35074,925,"5948,2840",LCA
December,Saint Vincent and the Grenadines,2003,78.25296,940,5910,VCT
December,Dominican Republic,2003,53.85358371,270,"2839,5947",DOM
December,Jamaica,2003,74,277,"2833,5941",JAM
December,Haiti,2003,88.05,276,"2831,5962",HTI
December,Grenada,2003,81.85,937,5910,GRD
December,Dominica,2003,84.077,936,5910,DMA
December,Cuba,2003,99.4,,,CUB
December,Barbados,2003,99.9,275,"2822,5931",BRB
December,Bahamas,2003,87.11,274,"3775,5930",BHS
December,Antigua and Barbuda,2003,105.23,931,,ATG
November,Trinidad and Tobago,2003,103.2,278,"2842,5950",TTO
November,Saint Lucia,2003,87.10429,925,"5948,2840",LCA
November,Saint Vincent and the Grenadines,2003,78.02548,940,5910,VCT
November,Dominican Republic,2003,51.92466123,270,"2839,5947",DOM
November,Jamaica,2003,73.4,277,"2833,5941",JAM
November,Haiti,2003,86.72,276,"2831,5962",HTI
November,Dominica,2003,83.542,936,5910,DMA
November,Cuba,2003,107.8,,,CUB
November,Belize,2003,82.716,934,"5952,1011",BLZ
November,Barbados,2003,100.2,275,"2822,5931",BRB
November,Bahamas,2003,87.03,274,"3775,5930",BHS
October,Trinidad and Tobago,2003,102.9,278,"5950,2842",TTO
October,Saint Lucia,2003,87.35074,925,"2840,5948",LCA
October,Saint Vincent and the Grenadines,2003,77.49469,940,5910,VCT
October,Dominican Republic,2003,48.9787222,270,"5947,2839",DOM
October,Jamaica,2003,72.7,277,"2833,5941",JAM
October,Haiti,2003,85.44,276,"2831,5962",HTI
October,Dominica,2003,83.729,936,5910,DMA
October,Cuba,2003,110.1,,,CUB
October,Barbados,2003,101.1,275,"2822,5931",BRB
October,Bahamas,2003,87.12,274,"3775,5930",BHS
September,Trinidad and Tobago,2003,102.3,278,"5950,2842",TTO
September,Saint Lucia,2003,86.95637,925,"2840,5948",LCA
September,Saint Vincent and the Grenadines,2003,77.03973,940,5910,VCT
September,Dominican Republic,2003,47.74012102,270,"2839,5947",DOM
September,Jamaica,2003,71.5,277,"2833,5941",JAM
September,Haiti,2003,84.15,276,"2831,5962",HTI
September,Dominica,2003,83.818,936,5910,DMA
September,Cuba,2003,109.6,,,CUB
September,Barbados,2003,100.7,275,"2822,5931",BRB
September,Bahamas,2003,86.9,274,"3775,5930",BHS
August,Trinidad and Tobago,2003,102.3,278,"5950,2842",TTO
August,Saint Lucia,2003,87.2522,925,"2840,5948",LCA
August,Saint Vincent and the Grenadines,2003,77.34304,940,5910,VCT
August,Dominican Republic,2003,47.03275475,270,"2839,5947",DOM
August,Jamaica,2003,70.5,277,"2833,5941",JAM
August,Haiti,2003,81.37,276,"2831,5962",HTI
August,Dominica,2003,83.834,936,5910,DMA
August,Cuba,2003,109.4,,,CUB
August,Belize,2003,82.001,934,"1011,5952",BLZ
August,Barbados,2003,100.7,275,"2822,5931",BRB
August,Bahamas,2003,86.93,274,"3775,5930",BHS
July,Trinidad and Tobago,2003,102.4,278,"2842,5950",TTO
July,Saint Lucia,2003,87.69584,925,"5948,2840",LCA
July,Saint Vincent and the Grenadines,2003,77.11556,940,5910,VCT
July,Dominican Republic,2003,45.63506719,270,"5947,2839",DOM
July,Jamaica,2003,69.5,277,"2833,5941",JAM
July,Haiti,2003,78.7,276,"5962,2831",HTI
July,Dominica,2003,83.356,936,5910,DMA
July,Cuba,2003,109,,,CUB
November,Guyana,2003,67.126,938,"5938,5958",GUY
July,Bahamas,2003,86.97,274,"3775,5930",BHS
June,Trinidad and Tobago,2003,101.9,278,"2842,5950",TTO
June,Saint Lucia,2003,87.89302,925,"5948,2840",LCA
June,Saint Vincent and the Grenadines,2003,76.81225,940,5910,VCT
June,Dominican Republic,2003,44.02431749,270,"2839,5947",DOM
June,Jamaica,2003,68.5,277,"2833,5941",JAM
June,Haiti,2003,77.9,276,"2831,5962",HTI
June,Dominica,2003,81.268,936,5910,DMA
June,Cuba,2003,109,,,CUB
June,Barbados,2003,101,275,"2822,5931",BRB
June,Bahamas,2003,86.65,274,"5930,3775",BHS
May,Trinidad and Tobago,2003,101.7,278,"5950,2842",TTO
May,Saint Lucia,2003,88.09021,925,"2840,5948",LCA
May,Saint Vincent and the Grenadines,2003,76.05399,940,5910,VCT
May,Dominican Republic,2003,41.8738104,270,"2839,5947",DOM
May,Jamaica,2003,66.8,277,"2833,5941",JAM
May,Haiti,2003,76.71,276,"5962,2831",HTI
May,Dominica,2003,81.308,936,5910,DMA
May,Cuba,2003,109.1,,,CUB
May,Belize,2003,81.481,934,"1011,5952",BLZ
May,Barbados,2003,100.8,275,"2822,5931",BRB
May,Bahamas,2003,86.62,274,"3775,5930",BHS
April,Trinidad and Tobago,2003,101.4,278,"2842,5950",TTO
April,Saint Lucia,2003,87.54793,925,"2840,5948",LCA
April,Saint Vincent and the Grenadines,2003,75.5232,940,5910,VCT
April,Dominican Republic,2003,41.37950626,270,"2839,5947",DOM
April,Jamaica,2003,65.7,277,"2833,5941",JAM
April,Haiti,2003,75.67,276,"5962,2831",HTI
April,Dominica,2003,81.381,936,5910,DMA
April,Cuba,2003,108.7,,,CUB
April,Barbados,2003,100.3,275,"2822,5931",BRB
April,Bahamas,2003,86.62,274,"5930,3775",BHS
March,Trinidad and Tobago,2003,100.8,278,"2842,5950",TTO
March,Saint Lucia,2003,87.79448,925,"5948,2840",LCA
March,Saint Vincent and the Grenadines,2003,75.59903,940,5910,VCT
March,Dominican Republic,2003,41.26019147,270,"2839,5947",DOM
March,Jamaica,2003,64.7,277,"5941,2833",JAM
March,Haiti,2003,74.07,276,"2831,5962",HTI
March,Dominica,2003,81.899,936,5910,DMA
March,Cuba,2003,109.1,,,CUB
March,Barbados,2003,100.2,275,"5931,2822",BRB
March,Bahamas,2003,86.4,274,"3775,5930",BHS
February,Trinidad and Tobago,2003,100.3,278,"2842,5950",TTO
February,Saint Lucia,2003,87.5973,925,"5948,2840",LCA
February,Saint Vincent and the Grenadines,2003,76.28147,940,5910,VCT
February,Dominican Republic,2003,40.54146189,270,"2839,5947",DOM
February,Jamaica,2003,64.4,277,"5941,2833",JAM
February,Haiti,2003,71.75,276,"2831,5962",HTI
February,Dominica,2003,81.753,936,5910,DMA
February,Cuba,2003,110.5,,,CUB
February,Belize,2003,81.352,934,"1011,5952",BLZ
February,Barbados,2003,99.5,275,"2822,5931",BRB
February,Bahamas,2003,86.2,274,"5930,3775",BHS
January,Trinidad and Tobago,2003,100,278,"2842,5950",TTO
January,Saint Lucia,2003,87.15356,925,"2840,5948",LCA
January,Saint Vincent and the Grenadines,2003,76.6606,940,5910,VCT
January,Dominican Republic,2003,38.99036959,270,"2839,5947",DOM
January,Jamaica,2003,64.8,277,"5941,2833",JAM
January,Haiti,2003,69.26,276,"2831,5962",HTI
January,Dominica,2003,81.77,936,5910,DMA
January,Cuba,2003,110.6,,,CUB
January,Barbados,2003,99.5,275,"2822,5931",BRB
January,Bahamas,2003,86.18,274,"3775,5930",BHS
April,Montserrat,2003,202.1,,,MSR
May,Montserrat,2003,200,,,MSR
June,Montserrat,2003,200.1,,,MSR
July,Montserrat,2003,200.4,,,MSR
August,Montserrat,2003,199.2,,,MSR
September,Montserrat,2003,199.2,,,MSR
October,Montserrat,2003,200.8,,,MSR
November,Montserrat,2003,201.2,,,MSR
December,Montserrat,2003,201.4,,,MSR
September,Antigua and Barbuda,2003,105.13,931,,ATG
June,Antigua and Barbuda,2003,104.26,931,,ATG
March,Antigua and Barbuda,2003,104.66,931,,ATG
January,Saint Kitts and Nevis,2003,77.11,939,5910,KNA
December,Guyana,2003,66.872,938,"5938,5958",GUY
July,Barbados,2003,100.7,275,"2822,5931",BRB
January,Bahamas,2004,87.15,274,"3775,5930",BHS
January,Barbados,2004,99.8,275,"2822,5931",BRB
January,Cuba,2004,105.7,,,CUB
January,Dominica,2004,84.32,936,5910,DMA
January,Guyana,2004,67.3803,938,"5958,5938",GUY
January,Haiti,2004,89.24,276,"2831,5962",HTI
January,Jamaica,2004,74.6,277,"5941,2833",JAM
January,Dominican Republic,2004,58.82219255,270,"2839,5947",DOM
January,Saint Vincent and the Grenadines,2004,79.2387,940,5910,VCT
January,Saint Lucia,2004,87.20293,925,"2840,5948",LCA
November,Grenada,2004,83.69,937,5910,GRD
November,Dominica,2004,85.251,936,5910,DMA
October,Grenada,2004,83.61,937,5910,GRD
October,Dominica,2004,85.356,936,5910,DMA
September,Grenada,2004,83.22,937,5910,GRD
September,Dominica,2004,84.862,936,5910,DMA
August,Grenada,2004,83.33,937,5910,GRD
August,Dominica,2004,84.894,936,5910,DMA
July,Grenada,2004,83.21,937,5910,GRD
July,Dominica,2004,84.336,936,5910,DMA
June,Grenada,2004,82.98,937,5910,GRD
June,Dominica,2004,84.328,936,5910,DMA
May,Grenada,2004,82.78,937,5910,GRD
May,Dominica,2004,84.538,936,5910,DMA
April,Grenada,2004,82.64,937,5910,GRD
April,Dominica,2004,84.562,936,5910,DMA
March,Grenada,2004,82.53,937,5910,GRD
February,Grenada,2004,81.92,937,5910,GRD
January,Grenada,2004,81.94,937,5910,GRD
January,Trinidad and Tobago,2004,103.3,278,"2842,5950",TTO
February,Bahamas,2004,87.23,274,"3775,5930",BHS
February,Barbados,2004,100.2,275,"2822,5931",BRB
February,Belize,2004,83.496,934,"1011,5952",BLZ
February,Cuba,2004,105,,,CUB
February,Dominica,2004,84.093,936,5910,DMA
February,Guyana,2004,67.4891,938,"5938,5958",GUY
February,Haiti,2004,90.63,276,"2831,5962",HTI
February,Jamaica,2004,75,277,"2833,5941",JAM
February,Dominican Republic,2004,65.44132269,270,"2839,5947",DOM
February,Saint Vincent and the Grenadines,2004,78.25296,940,5910,VCT
February,Saint Lucia,2004,86.95637,925,"2840,5948",LCA
February,Trinidad and Tobago,2004,103.4,278,"2842,5950",TTO
March,Bahamas,2004,87.27,274,"3775,5930",BHS
March,Barbados,2004,100.4,275,"2822,5931",BRB
March,Cuba,2004,104.5,,,CUB
March,Dominica,2004,84.174,936,5910,DMA
March,Guyana,2004,67.6705,938,"5958,5938",GUY
March,Haiti,2004,93.29,276,"2831,5962",HTI
March,Jamaica,2004,75.4,277,"2833,5941",JAM
March,Dominican Republic,2004,66.97537002,270,"2839,5947",DOM
March,Saint Lucia,2004,87.35074,925,"5948,2840",LCA
March,Suriname,2004,66.22736216,926,"5949,2841",SUR
March,Trinidad and Tobago,2004,103.6,278,"5950,2842",TTO
April,Bahamas,2004,87.33,274,"5930,3775",BHS
April,Barbados,2004,100.4,275,"2822,5931",BRB
April,Cuba,2004,104.6,,,CUB
April,Guyana,2004,67.7431,938,"5938,5958",GUY
April,Haiti,2004,97.44,276,"2831,5962",HTI
April,Jamaica,2004,75.7,277,"5941,2833",JAM
April,Dominican Republic,2004,67.44126587,270,"2839,5947",DOM
April,Saint Lucia,2004,87.5973,925,"2840,5948",LCA
April,Suriname,2004,66.52208024,926,"5949,2841",SUR
April,Trinidad and Tobago,2004,104.3,278,"2842,5950",TTO
May,Bahamas,2004,87.41,274,"3775,5930",BHS
May,Barbados,2004,100.7,275,"2822,5931",BRB
May,Belize,2004,84.146,934,"5952,1011",BLZ
May,Cuba,2004,105.8,,,CUB
May,Guyana,2004,68.6865,938,"5958,5938",GUY
May,Haiti,2004,98.81,276,"2831,5962",HTI
May,Jamaica,2004,76.2,277,"2833,5941",JAM
May,Dominican Republic,2004,69.21394279,270,"2839,5947",DOM
May,Saint Lucia,2004,88.92822,925,"2840,5948",LCA
May,Suriname,2004,67.74305513,926,"2841,5949",SUR
May,Trinidad and Tobago,2004,104.9,278,"2842,5950",TTO
June,Bahamas,2004,87.41,274,"3775,5930",BHS
June,Barbados,2004,101.8,275,"2822,5931",BRB
June,Cuba,2004,105.7,,,CUB
June,Guyana,2004,69.2671,938,"5938,5958",GUY
June,Haiti,2004,99.34,276,"5962,2831",HTI
June,Jamaica,2004,76.8,277,"5941,2833",JAM
June,Dominican Republic,2004,70.59174455,270,"2839,5947",DOM
June,Saint Lucia,2004,89.22404,925,"5948,2840",LCA
June,Suriname,2004,68.54300419,926,"5949,2841",SUR
June,Trinidad and Tobago,2004,105.2,278,"2842,5950",TTO
July,Bahamas,2004,87.48,274,"3775,5930",BHS
July,Barbados,2004,102.2,275,"2822,5931",BRB
July,Cuba,2004,106.5,,,CUB
July,Guyana,2004,69.4122,938,"5938,5958",GUY
July,Haiti,2004,99.57,276,"2831,5962",HTI
July,Jamaica,2004,77.6,277,"2833,5941",JAM
July,Dominican Republic,2004,71.0263913,270,"5947,2839",DOM
July,Saint Lucia,2004,90.01268,925,"2840,5948",LCA
July,Suriname,2004,68.37459386,926,"5949,2841",SUR
July,Trinidad and Tobago,2004,105.8,278,"2842,5950",TTO
August,Bahamas,2004,87.88,274,"5930,3775",BHS
August,Barbados,2004,102.4,275,"2822,5931",BRB
August,Belize,2004,84.795,934,"1011,5952",BLZ
August,Cuba,2004,107.8,,,CUB
August,Guyana,2004,69.9565,938,"5938,5958",GUY
August,Haiti,2004,100,276,"2831,5962",HTI
August,Jamaica,2004,78.5,277,"2833,5941",JAM
August,Dominican Republic,2004,71.41274396,270,"2839,5947",DOM
January,Saint Kitts and Nevis,2004,79.17,939,5910,KNA
February,Saint Kitts and Nevis,2004,79.22,939,5910,KNA
March,Saint Kitts and Nevis,2004,79.26,939,5910,KNA
March,Saint Vincent and the Grenadines,2004,78.70792,940,5910,VCT
April,Saint Kitts and Nevis,2004,79.29,939,5910,KNA
April,Saint Vincent and the Grenadines,2004,78.70792,940,5910,VCT
May,Saint Kitts and Nevis,2004,79.29,939,5910,KNA
May,Saint Vincent and the Grenadines,2004,78.40461,940,5910,VCT
June,Saint Kitts and Nevis,2004,79.92,939,5910,KNA
June,Saint Vincent and the Grenadines,2004,78.63209,940,5910,VCT
July,Saint Kitts and Nevis,2004,80.02,939,5910,KNA
July,Saint Vincent and the Grenadines,2004,78.9354,940,5910,VCT
August,Saint Kitts and Nevis,2004,80.17,939,5910,KNA
August,Saint Vincent and the Grenadines,2004,79.31453,940,5910,VCT
September,Saint Kitts and Nevis,2004,80.27,939,5910,KNA
September,Saint Vincent and the Grenadines,2004,79.99697,940,5910,VCT
October,Saint Kitts and Nevis,2004,80.37,939,5910,KNA
October,Saint Vincent and the Grenadines,2004,80.07279,940,5910,VCT
November,Saint Kitts and Nevis,2004,80.28,939,5910,KNA
November,Saint Vincent and the Grenadines,2004,79.61783,940,5910,VCT
December,Saint Kitts and Nevis,2004,80.35,939,5910,KNA
December,Saint Vincent and the Grenadines,2004,79.61783,940,5910,VCT
August,Saint Lucia,2004,89.86487,925,"5948,2840",LCA
August,Suriname,2004,67.99567062,926,"5949,2841",SUR
August,Trinidad and Tobago,2004,106.1,278,"2842,5950",TTO
September,Bahamas,2004,88.04,274,"3775,5930",BHS
September,Barbados,2004,102.6,275,"2822,5931",BRB
September,Cuba,2004,108,,,CUB
September,Guyana,2004,70.0653,938,"5958,5938",GUY
September,Haiti,2004,102.4,276,"5962,2831",HTI
September,Jamaica,2004,79,277,"5941,2833",JAM
September,Dominican Republic,2004,70.60310787,270,"2839,5947",DOM
September,Saint Lucia,2004,88.97749,925,"5948,2840",LCA
September,Suriname,2004,68.58510678,926,"2841,5949",SUR
January,Montserrat,2004,202,,,MSR
February,Montserrat,2004,201.9,,,MSR
March,Montserrat,2004,206,,,MSR
April,Montserrat,2004,205.9,,,MSR
May,Montserrat,2004,207.4,,,MSR
June,Montserrat,2004,207,,,MSR
July,Montserrat,2004,207.2,,,MSR
August,Montserrat,2004,208.2,,,MSR
September,Montserrat,2004,208.2,,,MSR
October,Montserrat,2004,208.5,,,MSR
November,Montserrat,2004,209.6,,,MSR
December,Montserrat,2004,209.4,,,MSR
December,Trinidad and Tobago,2004,108.9,278,"2842,5950",TTO
September,Trinidad and Tobago,2004,106.7,278,"2842,5950",TTO
December,Saint Lucia,2004,90.40705,925,"2840,5948",LCA
December,Dominican Republic,2004,69.32757592,270,"5947,2839",DOM
December,Jamaica,2004,84.1,277,"2833,5941",JAM
December,Haiti,2004,104.9,276,"2831,5962",HTI
December,Guyana,2004,70.537,938,"5938,5958",GUY
December,Grenada,2004,83.89,937,5910,GRD
December,Dominica,2004,84.765,936,5910,DMA
December,Cuba,2004,102.3,,,CUB
December,Barbados,2004,104.2,275,"2822,5931",BRB
December,Bahamas,2004,88.7,274,"5930,3775",BHS
December,Antigua and Barbuda,2004,108.13,931,,ATG
November,Trinidad and Tobago,2004,108.1,278,"2842,5950",TTO
November,Suriname,2004,70.18500491,926,"5949,2841",SUR
November,Saint Lucia,2004,90.01268,925,"2840,5948",LCA
November,Dominican Republic,2004,70.37300077,270,"2839,5947",DOM
November,Jamaica,2004,83.6,277,"2833,5941",JAM
November,Haiti,2004,103.6,276,"2831,5962",HTI
November,Guyana,2004,70.4282,938,"5938,5958",GUY
November,Cuba,2004,109.7,,,CUB
November,Belize,2004,85.25,934,"1011,5952",BLZ
November,Barbados,2004,103.9,275,"2822,5931",BRB
November,Bahamas,2004,88.61,274,"5930,3775",BHS
September,Antigua and Barbuda,2004,107.21,931,,ATG
June,Antigua and Barbuda,2004,107.25,931,,ATG
March,Antigua and Barbuda,2004,106.87,931,,ATG
October,Trinidad and Tobago,2004,107.5,278,"5950,2842",TTO
October,Suriname,2004,69.30085068,926,"2841,5949",SUR
October,Saint Lucia,2004,88.58312,925,"5948,2840",LCA
October,Dominican Republic,2004,71.55478538,270,"5947,2839",DOM
October,Jamaica,2004,81.6,277,"2833,5941",JAM
October,Haiti,2004,103,276,"2831,5962",HTI
October,Guyana,2004,70.4644,938,"5938,5958",GUY
October,Cuba,2004,108.5,,,CUB
October,Barbados,2004,103.2,275,"2822,5931",BRB
October,Bahamas,2004,88.25,274,"3775,5930",BHS
December,Suriname,2004,70.39551782,926,"2841,5949",SUR
August,Jamaica,2005,91.5,277,"2833,5941",JAM
November,Dominica,2005,86.748,936,5910,DMA
October,Grenada,2005,88.35,937,5910,GRD
October,Dominica,2005,87.291,936,5910,DMA
August,Grenada,2005,86.08,937,5910,GRD
August,Dominica,2005,86.28,936,5910,DMA
July,Grenada,2005,85.68,937,5910,GRD
July,Dominica,2005,86.149,936,5910,DMA
May,Grenada,2005,84.5,937,5910,GRD
May,Dominica,2005,85.72,936,5910,DMA
April,Grenada,2005,84.13,937,5910,GRD
April,Dominica,2005,85.882,936,5910,DMA
February,Grenada,2005,84.1,937,5910,GRD
February,Dominica,2005,84.893,936,5910,DMA
January,Grenada,2005,83.98,937,5910,GRD
January,Dominica,2005,84.492,936,5910,DMA
December,Saint Vincent and the Grenadines,2005,82.72672,940,5910,VCT
December,Saint Kitts and Nevis,2005,85.33,939,5910,KNA
September,Saint Vincent and the Grenadines,2005,82.49924,940,5910,VCT
September,Saint Kitts and Nevis,2005,83.04,939,5910,KNA
September,Grenada,2005,86.56,937,5910,GRD
September,Dominica,2005,86.659,936,5910,DMA
September,Antigua and Barbuda,2005,109.8,931,,ATG
June,Saint Vincent and the Grenadines,2005,82.42342,940,5910,VCT
June,Saint Kitts and Nevis,2005,82.52,939,5910,KNA
June,Grenada,2005,85.38,937,5910,GRD
June,Dominica,2005,85.914,936,5910,DMA
June,Antigua and Barbuda,2005,108.94,931,,ATG
March,Saint Vincent and the Grenadines,2005,81.13436,940,5910,VCT
March,Saint Kitts and Nevis,2005,82.16,939,5910,KNA
March,Grenada,2005,83.98,937,5910,GRD
March,Dominica,2005,85.473,936,5910,DMA
March,Antigua and Barbuda,2005,108.29,931,,ATG
December,Trinidad and Tobago,2005,116.7,278,"5950,2842",TTO
December,Suriname,2005,81.51800964,926,"2841,5949",SUR
December,Saint Lucia,2005,95.09009,925,"2840,5948",LCA
December,Dominican Republic,2005,74.48367944,270,"5947,2839",DOM
December,Jamaica,2005,94.7,277,"2833,5941",JAM
December,Haiti,2005,121,276,"2831,5962",HTI
December,Guyana,2005,76.3425,938,"5958,5938",GUY
December,Grenada,2005,89.09,937,5910,GRD
December,Dominica,2005,87.056,936,5910,DMA
December,Cuba,2005,106.1,,,CUB
December,Barbados,2005,111.9,275,"2822,5931",BRB
December,Bahamas,2005,89.84,274,"5930,3775",BHS
December,Antigua and Barbuda,2005,110.88,931,,ATG
November,Trinidad and Tobago,2005,115.7,278,"2842,5950",TTO
November,Suriname,2005,81.5549757,926,"5949,2841",SUR
November,Saint Lucia,2005,94.00563,925,"2840,5948",LCA
November,Dominican Republic,2005,73.77347234,270,"2839,5947",DOM
November,Jamaica,2005,94.6,277,"2833,5941",JAM
November,Haiti,2005,120.1,276,"5962,2831",HTI
November,Guyana,2005,76.0522,938,"5958,5938",GUY
November,Cuba,2005,113.7,,,CUB
November,Belize,2005,88.824,934,"1011,5952",BLZ
November,Barbados,2005,111.6,275,"2822,5931",BRB
November,Bahamas,2005,89.89,274,"3775,5930",BHS
October,Trinidad and Tobago,2005,114.8,278,"2842,5950",TTO
October,Suriname,2005,80.79485568,926,"5949,2841",SUR
October,Saint Lucia,2005,92.32962,925,"5948,2840",LCA
October,Dominican Republic,2005,74.39845459,270,"5947,2839",DOM
October,Jamaica,2005,94.3,277,"5941,2833",JAM
October,Haiti,2005,118.7,276,"2831,5962",HTI
October,Guyana,2005,75.9434,938,"5958,5938",GUY
October,Cuba,2005,113.1,,,CUB
October,Barbados,2005,110.1,275,"2822,5931",BRB
October,Bahamas,2005,89.73,274,"3775,5930",BHS
September,Trinidad and Tobago,2005,114.1,278,"5950,2842",TTO
September,Suriname,2005,77.30034134,926,"2841,5949",SUR
September,Saint Lucia,2005,91.93525,925,"2840,5948",LCA
September,Dominican Republic,2005,73.58029601,270,"5947,2839",DOM
September,Jamaica,2005,93.8,277,"2833,5941",JAM
September,Haiti,2005,117.6,276,"2831,5962",HTI
September,Guyana,2005,75.8708,938,"5958,5938",GUY
September,Cuba,2005,111.5,,,CUB
September,Barbados,2005,109.6,275,"2822,5931",BRB
September,Bahamas,2005,89.6,274,"3775,5930",BHS
August,Trinidad and Tobago,2005,113.8,278,"5950,2842",TTO
August,Suriname,2005,73.67951925,926,"2841,5949",SUR
August,Saint Lucia,2005,92.42816,925,"5948,2840",LCA
August,Dominican Republic,2005,71.25649839,270,"5947,2839",DOM
November,Grenada,2005,88.52,937,5910,GRD
August,Haiti,2005,116,276,"2831,5962",HTI
August,Guyana,2005,75.4717,938,"5938,5958",GUY
August,Cuba,2005,109.6,,,CUB
August,Belize,2005,88.564,934,"1011,5952",BLZ
August,Barbados,2005,109.6,275,"2822,5931",BRB
August,Bahamas,2005,90.06,274,"5930,3775",BHS
July,Trinidad and Tobago,2005,113.5,278,"2842,5950",TTO
July,Suriname,2005,72.66905727,926,"5949,2841",SUR
